modality,pred_id,roi,ad,azimuth,dxx,dxy,dxz,dyy,dyz,dzz,fa,inclination,md,rd,ses,sub
bssfp,0,CSF,4856101607235.385,4.324890840875844,0.0858854165557515,0.0727848445221451,0.0960367183236646,0.0896082525526349,0.0642852676333461,0.092222459241587,5.535413235488802,0.6711365068456304,0.3648781311540154,0.4742145696531123,1.0,117.0
bssfp,0,GM,211181078575.34827,8.570283625028885,0.0943445561207902,0.0835254881087492,0.1032697623899261,0.0984997499621685,0.0771504803568286,0.1038428037199971,5.504036660248453,0.7232450734175896,0.4647015224089358,0.6189246137768398,1.0,117.0
bssfp,0,WM,0.3846360488735507,8.61877965518953,0.0988470311729986,0.0866024188255591,0.1048397665514257,0.1121845832529735,0.0781483366135626,0.1159252651034594,1.8850155735040608,0.7076937099893738,0.534622689467626,0.6613097684018712,1.0,117.0
bssfp,1,CSF,5047677502368.071,4.190723796907686,0.0827228467404171,0.0682131996996188,0.0915811764356403,0.0863934269050477,0.060029275241558,0.088731113862971,5.121393904990117,0.6610408718308599,0.3514791364726887,0.4525873711534868,1.0,117.0
bssfp,1,GM,252091124876.99854,8.409478162086858,0.0906503076648831,0.0785332171306842,0.0983354709174631,0.095026524616739,0.072413941603462,0.1000210156353991,5.175387428189559,0.7164444864618945,0.4471992921376318,0.590265254937258,1.0,117.0
bssfp,1,WM,0.3863725457200291,8.582700346110768,0.0958370807480849,0.0821577596273003,0.1003935498725402,0.1092656290117642,0.0742914792534991,0.1127072138581728,1.77528496574344,0.6951930065864796,0.5191612381348706,0.6303071245167459,1.0,117.0
bssfp,2,CSF,3173779807835.1724,4.3351858802132135,0.3252410241826145,48.38442466353224,58.0185817347739,0.3334576688114799,62.45414342874415,0.3541154653043387,4.776874246440384,0.6458401071378261,0.3341011400763888,0.4212689821143148,1.0,117.0
bssfp,2,GM,180280662090.66864,7.949619792394548,0.4022628002367754,48.93107566851456,48.31697420352116,0.4174166578510876,51.03441917489295,0.4447928778565444,4.947857592015639,0.7020030373981373,0.4230254786794213,0.5518624768827098,1.0,117.0
bssfp,2,WM,0.3827770100588381,8.51783002977056,0.4472075890451453,33.05168575794158,21.772212998809472,0.4978752034759475,37.50500837460927,0.5148510385830602,1.6774210317836429,0.6803226118155876,0.5016092828902238,0.6049720570691483,1.0,117.0
bssfp,3,CSF,0.2629248821589685,4.16083249831036,0.2390149549488288,0.0820717746716549,0.1053041668118612,0.1041426405621752,0.0739195642963998,0.1552670521130007,5.193718052901118,0.6618426336776022,0.3919174511457635,0.4816005180806834,2.0,117.0
bssfp,3,GM,0.2544039562116895,5.237496890576498,0.2659889026034003,0.0846606677271495,0.1042645966393738,0.1035046358287228,0.0781651072887764,0.1678686480687365,5.487205608057843,0.7352070017462143,0.4694756009432409,0.6401590264214753,2.0,117.0
bssfp,3,WM,0.3824752900184335,6.4429588370870485,0.0988075778942573,0.0865395899939648,0.104986844939422,0.1116868050115963,0.078118293373565,0.1164189925882505,1.9485849246026217,0.7240212159900338,0.5343607670038188,0.6623045219329441,2.0,117.0
bssfp,4,CSF,0.2593819046984657,4.196670103784038,0.2415726694011974,0.0777105636233996,0.1010380575331692,0.1010694409643708,0.0698822358741321,0.1539494821202389,4.80006200034507,0.6524274788252571,0.3809681279280201,0.4628765177887868,2.0,117.0
bssfp,4,GM,0.2518246499704236,5.116613037048594,0.2690799040052632,0.0796907471515771,0.0993441052038064,0.1001208906161556,0.0734447303454423,0.1665052971997155,5.156024779469449,0.7272570987117402,0.4517463977968103,0.6111312824841835,2.0,117.0
bssfp,4,WM,0.3841231309244153,6.399266981118496,0.0957595972919797,0.0820833802591902,0.1005378705862341,0.1086556997728234,0.0742685399157421,0.1131571805472008,1.8353801398837983,0.7119348092962392,0.5188797813074008,0.6308986703049919,2.0,117.0
bssfp,5,CSF,0.2654947053518756,4.2975535080158345,0.2396082456562831,0.0721156516180228,0.0962554084418951,0.0981150844004998,0.0651220267577605,0.150719418351667,4.519546990820853,0.6296318919319152,0.3676115036127523,0.435160760981029,2.0,117.0
bssfp,5,GM,0.2550009834933525,5.369062616545924,0.2655332177064968,0.0747473040982524,0.0949992643515342,0.0959621435735855,0.0686068926677423,0.16163274963543,4.94100042699242,0.7128681048050595,0.4285616573465952,0.572159138821424,2.0,117.0
bssfp,5,WM,0.3805404150568434,6.591377286730572,0.0924968407711275,0.0782348437458915,0.0970444839782479,0.106901619008233,0.0705489719695586,0.1092208418337844,1.7376446144027666,0.6976864357603291,0.501298112140613,0.6059264352402921,2.0,117.0
bssfp,6,CSF,0.3787493840751328,3.820447666673987,0.0925232744359402,0.0787581621562124,0.1797400998780031,0.0962995285197049,0.0701792960699359,0.0990837784272993,5.261142940983224,0.6677007375600501,0.3853033852277497,0.5175261917115107,3.0,117.0
bssfp,6,GM,0.2563723229194827,5.975314173053095,0.0949291873668511,0.0844296978151473,0.1039994017798112,0.0993811489488846,0.0781091841414574,0.1050343376914025,5.443449592803647,0.74658300213919,0.4662916922449348,0.6205505339003974,3.0,117.0
bssfp,6,WM,0.3827200865657953,12.290610662717492,0.0982810364825085,0.0865110693661888,0.1049929609163522,0.1114580139591934,0.0780445213547056,0.1159900411157572,1.901565470779951,0.7179374457738098,0.5333423893809247,0.6611186261055582,3.0,117.0
bssfp,7,CSF,0.4043070702957306,3.946881512719489,0.089356076525713,0.0743752979746546,0.1764683130682687,0.0930628937595959,0.0661388878306948,0.0955902142394773,4.861427534998381,0.6538137848360377,0.3715075642388961,0.4956966320607365,3.0,117.0
bssfp,7,GM,0.254323771083245,5.631269356950181,0.0912220585630853,0.0794688932116894,0.0990874894188548,0.0959034812166246,0.0734093383374787,0.1012050959404782,5.115582825929101,0.73534745460099,0.4484608022124112,0.5917167298035023,3.0,117.0
bssfp,7,WM,0.3844157025969086,9.148411523596296,0.095259518962855,0.082065059818434,0.1005475852419292,0.1084940780906624,0.0742024205530327,0.1127252550967504,1.7909853674208105,0.7064319354778192,0.5178135879424246,0.629807358542905,3.0,117.0
bssfp,8,CSF,0.5057807102864087,4.017989018371667,0.085529801779977,0.0687636386503655,0.1737116588942606,0.0893300481550785,0.0611721941877286,0.0910710958688867,4.5773437639832055,0.638999463271451,0.3556327921814336,0.4706173023397237,3.0,117.0
bssfp,8,GM,0.2524686388948557,6.096069639375804,0.0863765730964843,0.0745012347245079,0.0947341322984331,0.0914484007066148,0.0685618669581403,0.0955303296845688,4.892372441125104,0.720524714644272,0.4241453767104148,0.5535184845683705,3.0,117.0
bssfp,8,WM,0.3807292291426269,12.340581986529088,0.0920293258191625,0.0782236985553338,0.0970559615224116,0.1067015594951289,0.0704770367068052,0.1088786296126236,1.6930209904960958,0.6902437946804257,0.5002702358872945,0.6050724211406336,3.0,117.0
bssfp,9,CSF,1581203308731.8118,21.1083078680112,0.2553361916882287,32.27480607308659,42.089093617632585,0.2578512627788999,43.572005853539295,0.2629877620315269,2.377121622329273,0.6567289833283121,0.2530115981062268,0.2718736881157886,1.0,42.0
